orcid,faculties,note
no_orcid_7825,mint,hand-classified from publications
0000-0002-0373-8866,phil,hand-classified from publications
0000-0003-1894-2517,sowi,hand-classified from publications
no_orcid_2829,sowi,hand-classified from publications
0000-0001-8026-0862,sowi,hand-classified from publications
0000-0001-9059-4719,sowi,hand-classified from publications
0000-0002-9718-3282,sowi,hand-classified from publications
no_orcid_2019,sowi,hand-classified from publications
no_orcid_3210,sowi,hand-classified from publications
no_orcid_532,sowi,hand-classified from publications
0000-0003-2879-1636,tech,hand-classified from publications
0000-0002-7973-9902,mint,hand-classified from publications
0000-0001-8385-2839,sowi,hand-classified from publications
no_orcid_1139,sowi,hand-classified from publications
no_orcid_1964,sowi,hand-classified from publications
0000-0001-9228-3770,sowi,hand-classified from publications
0000-0002-0385-1826,mint,hand-classified from publications
0000-0002-4140-8876,mint,hand-classified from publications
no_orcid_1488,med,hand-classified from publications
0000-0001-5058-3089,phil,hand-classified from publications
0000-0003-4757-4039,mint,hand-classified from publications
0000-0001-8239-7918,sowi,hand-classified from publications
0000-0001-9643-9269,sowi,hand-classified from publications
no_orcid_9691,sowi,hand-classified from publications
no_orcid_9692,sowi,hand-classified from publications
0000-0003-2834-1280,med,hand-classified from publications
no_orcid_8209,med,hand-classified from publications
no_orcid_2168,mint,hand-classified from publications
0000-0002-7987-9534,mint,hand-classified from publications
0000-0003-3065-0314,med,hand-classified from publications
no_orcid_6957,mint,hand-classified from publications
0009-0007-9597-4682,phil,hand-classified from publications
0000-0002-3844-1624,mint,hand-classified from publications
0000-0002-6753-9460,mint,hand-classified from publications
no_orcid_10348,med,hand-classified from publications
no_orcid_242,mint,hand-classified from publications
no_orcid_2468,phil,hand-classified from publications
no_orcid_10255,phil,hand-classified from publications
no_orcid_6748,phil,hand-classified from publications
0000-0002-6460-6947,sowi,hand-classified from publications
0009-0005-8499-4747,sowi,hand-classified from publications
no_orcid_8733,sowi,hand-classified from publications
no_orcid_8734,sowi,hand-classified from publications
0000-0002-1149-2608,tech,hand-classified from publications
no_orcid_7788,sowi,hand-classified from publications
no_orcid_5295,sowi,hand-classified from publications
0000-0001-9067-9325,mint,hand-classified from publications
0000-0002-9414-9898,mint,hand-classified from publications
0000-0003-1028-5938,mint,hand-classified from publications
no_orcid_442,mint,hand-classified from publications
no_orcid_443,mint,hand-classified from publications
no_orcid_9936,mint,hand-classified from publications
no_orcid_6619,sowi,hand-classified from publications
0000-0002-8880-9546,sowi,hand-classified from publications
no_orcid_4042,mint,hand-classified from publications
0000-0002-0151-4228,sowi,hand-classified from publications
0000-0001-9020-4629,med,hand-classified from publications
no_orcid_881,mint,hand-classified from publications
0000-0001-8003-7708,tech,hand-classified from publications
no_orcid_10523,tech,hand-classified from publications
no_orcid_3157,mint,hand-classified from publications
no_orcid_9652,tech,hand-classified from publications
no_orcid_9653,tech,hand-classified from publications
no_orcid_7789,tech,hand-classified from publications
0000-0002-8810-8993,mint,hand-classified from publications
0000-0002-5700-2029,med,hand-classified from publications
0000-0003-3427-4037,med,hand-classified from publications
0009-0009-3698-8464,sowi,hand-classified from publications
0000-0003-3956-4164,med,hand-classified from publications
0000-0003-3471-0951,mint,hand-classified from publications
0000-0001-7168-4970,agrar,hand-classified from publications
0000-0001-7575-2483,agrar,hand-classified from publications
no_orcid_4465,agrar,hand-classified from publications
0000-0001-5705-1659,agrar,hand-classified from publications
no_orcid_479,sowi,hand-classified from publications
no_orcid_478,sowi,hand-classified from publications
0000-0001-8423-010X,mint,hand-classified from publications
no_orcid_6888,mint,hand-classified from publications
0000-0002-9893-8392,sowi,hand-classified from publications
no_orcid_6887,mint,hand-classified from publications
0000-0001-9348-6182,mint,hand-classified from publications
no_orcid_2084,mint,hand-classified from publications
no_orcid_2936,mint,hand-classified from publications
0000-0002-4474-5296,sowi,hand-classified from publications
0000-0001-8737-3536,sowi,hand-classified from publications
0000-0002-4891-0674,sowi,hand-classified from publications
no_orcid_6236,sowi,hand-classified from publications
no_orcid_10832,mint,hand-classified from publications
0000-0002-8684-7864,sowi,hand-classified from publications
0009-0007-0195-7786,sowi,hand-classified from publications
0000-0002-9704-2148,med,hand-classified from publications
0000-0002-6742-0478,sowi,hand-classified from publications
0000-0003-1971-4399,sowi,hand-classified from publications
no_orcid_1762,sowi,hand-classified from publications
0000-0002-9484-8701,sowi,hand-classified from publications
no_orcid_3728,jura,hand-classified from publications
0000-0002-7679-085X,med,hand-classified from publications
no_orcid_2400,sowi,hand-classified from publications
no_orcid_2292,sowi,hand-classified from publications
0000-0001-8873-425X,sowi,hand-classified from publications
0000-0002-4741-6682,sowi,hand-classified from publications
0000-0002-6377-0016,sowi,hand-classified from publications
0000-0003-1555-5458,sowi,hand-classified from publications
no_orcid_6208,phil,hand-classified from publications
0000-0002-3123-0285,tech,hand-classified from publications
0000-0001-5354-3541,sowi,hand-classified from publications
0000-0003-0964-3611,mint,hand-classified from publications
0000-0002-3604-2259,mint,hand-classified from publications
0000-0002-5009-8830,med,hand-classified from publications
0000-0003-2564-9634,med,hand-classified from publications
no_orcid_4023,med,hand-classified from publications
0000-0002-4069-7899,mint,hand-classified from publications
0000-0003-2818-7818,mint,hand-classified from publications
0000-0003-3586-0521,mint,hand-classified from publications
no_orcid_10211,mint,hand-classified from publications
no_orcid_225,phil,hand-classified from publications
no_orcid_5618,mint,hand-classified from publications
no_orcid_8086,mint,hand-classified from publications
no_orcid_9867,phil,hand-classified from publications
0000-0001-6075-8970,sowi,hand-classified from publications
no_orcid_947,mint,hand-classified from publications
0000-0003-0608-6485,mint,hand-classified from publications
no_orcid_10169,tech,hand-classified from publications
no_orcid_2394,phil,hand-classified from publications
no_orcid_2846,sowi,hand-classified from publications
no_orcid_463,sowi,hand-classified from publications
no_orcid_10744,sowi,hand-classified from publications
no_orcid_4259,tech,hand-classified from publications
no_orcid_7667,tech,hand-classified from publications
0009-0002-6261-203X,mint,hand-classified from publications
no_orcid_504,tech,hand-classified from publications
no_orcid_505,tech,hand-classified from publications
0000-0002-3420-9510,jura,hand-classified from publications
0009-0004-4703-9962,mint,hand-classified from publications
0000-0001-8808-6790,sowi,hand-classified from publications
0000-0002-4239-295X,sowi,hand-classified from publications
0000-0001-6430-3471,tech,hand-classified from publications
no_orcid_2794,med,hand-classified from publications
0000-0001-6625-7931,med,hand-classified from publications
0000-0002-0687-2227,med,hand-classified from publications
0000-0002-4795-5803,med,hand-classified from publications
0000-0002-6302-4523,med,hand-classified from publications
0000-0002-8954-6397,med,hand-classified from publications
0000-0001-8992-539X,mint,hand-classified from publications
0000-0002-6350-4180,mint,hand-classified from publications
no_orcid_10390,med,hand-classified from publications
0000-0001-7265-0449,med,hand-classified from publications
0000-0002-0061-5318,sowi,hand-classified from publications
0000-0002-5650-0827,phil,hand-classified from publications
0000-0002-2708-6823,sowi,hand-classified from publications
0000-0002-3088-7082,sowi,hand-classified from publications
0000-0002-3526-2962,sowi,hand-classified from publications
0000-0002-3927-6616,sowi,hand-classified from publications
no_orcid_8663,sowi,hand-classified from publications
no_orcid_8885,sowi,hand-classified from publications
0000-0001-7492-1943,sowi,hand-classified from publications
0000-0001-6012-6340,tech,hand-classified from publications
0000-0002-8383-5323,tech,hand-classified from publications
0000-0002-0867-1859,tech,hand-classified from publications
0000-0003-3656-0643,tech,hand-classified from publications
0000-0003-3913-6004,mint,hand-classified from publications
no_orcid_7417,sowi,hand-classified from publications
0000-0001-9085-7056,sowi,hand-classified from publications
0000-0003-0879-3861,med,hand-classified from publications
0009-0000-0564-9974,med,hand-classified from publications
no_orcid_1000,mint,hand-classified from publications
0000-0002-6461-3864,tech,hand-classified from publications
no_orcid_2470,sowi,hand-classified from publications
no_orcid_8585,mint,hand-classified from publications
0000-0003-4901-3657,sowi,hand-classified from publications
0009-0000-4098-9480,sowi,hand-classified from publications
no_orcid_7011,sowi,hand-classified from publications
no_orcid_2469,sowi,hand-classified from publications
0000-0003-2226-3592,phil,hand-classified from publications
no_orcid_4117,tech,hand-classified from publications
no_orcid_933,mint,hand-classified from publications
0000-0003-0104-5924,mint,hand-classified from publications
no_orcid_935,mint,hand-classified from publications
no_orcid_938,mint,hand-classified from publications
0000-0002-3816-6749,med,hand-classified from publications
no_orcid_10508,med,hand-classified from publications
0000-0002-9372-8994,mint,hand-classified from publications
0000-0001-5246-7786,sowi,hand-classified from publications
0000-0001-8847-0266,mint,hand-classified from publications
0000-0003-1008-6955,sowi,hand-classified from publications
0000-0001-9451-1108,agrar,hand-classified from publications
0000-0001-5343-8194,mint,hand-classified from publications
no_orcid_633,mint,hand-classified from publications
0000-0003-4735-6779,sowi,hand-classified from publications
no_orcid_10787,sowi,hand-classified from publications
0009-0007-1364-9801,tech,hand-classified from publications
0000-0003-1142-7483,med,hand-classified from publications
0009-0003-6718-0675,tech,hand-classified from publications
no_orcid_2932,tech,hand-classified from publications
no_orcid_10275,mint,hand-classified from publications
no_orcid_10388,mint,hand-classified from publications
no_orcid_10389,mint,hand-classified from publications
no_orcid_9732,mint,hand-classified from publications
0009-0002-1784-6064,mint,hand-classified from publications
0009-0003-5550-2024,med,hand-classified from publications
0009-0005-4183-1817,med,hand-classified from publications
no_orcid_9018,mint,hand-classified from publications
0009-0008-0565-0973,sowi,hand-classified from publications
0009-0000-1081-3409,sowi,hand-classified from publications
0009-0005-5960-0785,sowi,hand-classified from publications
0000-0002-1213-7261,phil,hand-classified from publications
0000-0002-1432-9793,med,hand-classified from publications
no_orcid_9467,med,hand-classified from publications
no_orcid_9468,med,hand-classified from publications
0000-0003-3111-6172,mint,hand-classified from publications
0000-0003-3645-5157,mint,hand-classified from publications
0000-0003-3906-7379,med,hand-classified from publications
0000-0002-2384-1588,sowi,hand-classified from publications
no_orcid_781,med,hand-classified from publications
no_orcid_5445,mint,hand-classified from publications
0000-0003-4701-1754,mint,hand-classified from publications
0000-0002-8566-867X,sowi,hand-classified from publications
0000-0002-6032-2760,mint,hand-classified from publications
no_orcid_4906,mint,hand-classified from publications
no_orcid_238,tech,hand-classified from publications
no_orcid_2568,mint,hand-classified from publications
0000-0002-3354-4798,sowi,hand-classified from publications
0000-0003-4268-2575,sowi,hand-classified from publications
0000-0003-4894-4230,sowi,hand-classified from publications
no_orcid_8502,sowi,hand-classified from publications
0000-0001-6725-0301,mint,hand-classified from publications
0000-0003-3951-4925,tech,hand-classified from publications
0000-0002-1885-8254,med,hand-classified from publications
no_orcid_1017,sowi,hand-classified from publications
0009-0006-2380-5946,sowi,hand-classified from publications
0000-0003-2858-2789,med,hand-classified from publications
no_orcid_5847,mint,hand-classified from publications
0000-0003-2625-8010,sowi,hand-classified from publications
no_orcid_5172,sowi,hand-classified from publications
no_orcid_7737,mint,hand-classified from publications
no_orcid_6886,sowi,hand-classified from publications
0000-0002-6893-2643,sowi,hand-classified from publications
0000-0003-2835-572X,sowi,hand-classified from publications
no_orcid_10777,sowi,hand-classified from publications
0000-0001-6195-6063,mint,hand-classified from publications
0000-0002-6109-5176,mint,hand-classified from publications
no_orcid_7427,agrar,hand-classified from publications
no_orcid_7428,agrar,hand-classified from publications
no_orcid_7429,agrar,hand-classified from publications
no_orcid_7430,agrar,hand-classified from publications
no_orcid_8991,sowi,hand-classified from publications
0000-0003-4199-5211,mint,hand-classified from publications
0000-0001-6026-0806,agrar,hand-classified from publications
0000-0001-8105-4403,mint,hand-classified from publications
0009-0007-2863-2746,mint,hand-classified from publications
0000-0001-5598-5327,mint,hand-classified from publications
no_orcid_3765,mint,hand-classified from publications
no_orcid_3766,mint,hand-classified from publications
no_orcid_446,mint,hand-classified from publications
0000-0002-4161-205X,mint,hand-classified from publications
0000-0002-9485-6277,mint,hand-classified from publications
0000-0002-8298-4626,mint,hand-classified from publications
no_orcid_163,mint,hand-classified from publications
0000-0001-9706-9765,sowi,hand-classified from publications
0000-0002-4391-7308,sowi,hand-classified from publications
0009-0007-3837-3645,sowi,hand-classified from publications
no_orcid_4234,sowi,hand-classified from publications
no_orcid_368,mint,hand-classified from publications
0000-0002-5148-8136,mint,hand-classified from publications
no_orcid_7688,mint,hand-classified from publications
0009-0004-9012-6981,mint,hand-classified from publications
0000-0002-6863-3344,mint,hand-classified from publications
no_orcid_1388,mint,hand-classified from publications
no_orcid_1389,mint,hand-classified from publications
0000-0002-8587-6153,mint,hand-classified from publications
0000-0002-9199-8990,med,hand-classified from publications
0000-0001-5964-954X,med,hand-classified from publications
0000-0002-0224-1866,med,hand-classified from publications
0000-0002-0308-8226,med,hand-classified from publications
0000-0002-4993-0052,med,hand-classified from publications
0000-0003-0482-7657,med,hand-classified from publications
no_orcid_2257,med,hand-classified from publications
no_orcid_2793,med,hand-classified from publications
no_orcid_3286,sowi,hand-classified from publications
no_orcid_6510,med,hand-classified from publications
no_orcid_6665,sowi,hand-classified from publications
no_orcid_6666,sowi,hand-classified from publications
0000-0003-2216-6653,med,hand-classified from publications
0000-0001-7483-0726,med,hand-classified from publications
0000-0001-8090-3514,med,hand-classified from publications
0000-0003-1657-8256,mint,hand-classified from publications
0000-0002-5224-4563,med,hand-classified from publications
no_orcid_3713,med,hand-classified from publications
no_orcid_7289,sowi,hand-classified from publications
no_orcid_2686,mint,hand-classified from publications
no_orcid_2841,sowi,hand-classified from publications
no_orcid_7057,sowi,hand-classified from publications
0000-0001-7114-2717,phil,hand-classified from publications
0000-0001-7521-8934,phil,hand-classified from publications
no_orcid_3764,sowi,hand-classified from publications
no_orcid_8890,phil,hand-classified from publications
0000-0001-7923-822X,sowi,hand-classified from publications
0000-0002-0435-1153,mint,hand-classified from publications
0000-0002-2526-0007,sowi,hand-classified from publications
0000-0002-4458-9334,sowi,hand-classified from publications
0000-0002-8590-3748,sowi,hand-classified from publications
0000-0002-9508-7131,sowi,hand-classified from publications
0000-0003-1662-9834,sowi,hand-classified from publications
no_orcid_10200,sowi,hand-classified from publications
no_orcid_10513,sowi,hand-classified from publications
no_orcid_10708,sowi,hand-classified from publications
no_orcid_3762,sowi,hand-classified from publications
no_orcid_6127,sowi,hand-classified from publications
no_orcid_9540,sowi,hand-classified from publications
no_orcid_9920,sowi,hand-classified from publications
0000-0003-2005-8392,sowi,hand-classified from publications
no_orcid_3711,med,hand-classified from publications
no_orcid_3712,med,hand-classified from publications
0000-0003-1998-4698,sowi,hand-classified from publications
no_orcid_2847,sowi,hand-classified from publications
0009-0003-6366-6248,sowi,hand-classified from publications
0000-0003-3288-5280,tech,hand-classified from publications
no_orcid_4158,jura,hand-classified from publications
0000-0002-9836-6793,sowi,hand-classified from publications
0000-0001-6853-1383,tech,hand-classified from publications
no_orcid_9395,phil,hand-classified from publications
no_orcid_3639,jura,hand-classified from publications
0000-0002-3486-5067,sowi,hand-classified from publications
0000-0003-2203-006X,med,hand-classified from publications
no_orcid_1260,med,hand-classified from publications
0000-0002-2592-9348,med,hand-classified from publications
no_orcid_2330,sowi,hand-classified from publications
0000-0001-7115-0186,sowi,hand-classified from publications
0000-0002-0761-0069,sowi,hand-classified from publications
0009-0003-7575-1239,med,hand-classified from publications
0000-0001-9185-1609,sowi,hand-classified from publications
no_orcid_8266,sowi,hand-classified from publications
0000-0002-5687-5776,sowi,hand-classified from publications
no_orcid_2843,sowi,hand-classified from publications
0000-0002-8645-3320,mint,hand-classified from publications
0000-0001-9719-5139,mint,hand-classified from publications
no_orcid_1072,mint,hand-classified from publications
0000-0002-7598-8290,sowi,hand-classified from publications
0000-0003-4423-3140,mint,hand-classified from publications
0000-0003-2067-171X,mint,hand-classified from publications
0000-0002-6485-5601,mint,hand-classified from publications
0000-0001-7444-573X,mint,hand-classified from publications
no_orcid_2065,med,hand-classified from publications
0000-0002-7944-4653,mint,hand-classified from publications
0000-0003-0503-793X,mint,hand-classified from publications
no_orcid_1226,sowi,hand-classified from publications
0000-0001-6426-7458,mint,hand-classified from publications
0000-0001-9005-5328,mint,hand-classified from publications
0000-0003-3638-6016,mint,hand-classified from publications
0000-0003-2595-6482,mint,hand-classified from publications
0000-0003-1511-5110,mint,hand-classified from publications
no_orcid_3174,mint,hand-classified from publications
0000-0002-2765-6814,mint,hand-classified from publications
0000-0003-3448-8713,mint,hand-classified from publications
0000-0002-8798-3243,sowi,hand-classified from publications
0000-0002-7680-0544,mint,hand-classified from publications
0000-0003-3500-9323,mint,hand-classified from publications
no_orcid_7508,mint,hand-classified from publications
0009-0003-8681-8558,mint,hand-classified from publications
0000-0001-5104-4693,mint,hand-classified from publications
no_orcid_483,tech,hand-classified from publications
no_orcid_484,tech,hand-classified from publications
no_orcid_485,tech,hand-classified from publications
no_orcid_657,tech,hand-classified from publications
no_orcid_655,tech,hand-classified from publications
no_orcid_656,tech,hand-classified from publications
no_orcid_6653,sowi,hand-classified from publications
no_orcid_9028,phil,hand-classified from publications
no_orcid_8208,phil,hand-classified from publications
0000-0001-6586-3104,med,hand-classified from publications
0000-0001-8663-1468,med,hand-classified from publications
0000-0002-9463-5087,mint,hand-classified from publications
no_orcid_5152,mint,hand-classified from publications
no_orcid_5153,mint,hand-classified from publications
0000-0002-0166-4381,med,hand-classified from publications
no_orcid_6280,med,hand-classified from publications
no_orcid_1675,med,hand-classified from publications
0009-0004-8595-0773,med,hand-classified from publications
0000-0001-5736-4452,mint,hand-classified from publications
0000-0002-3462-7552,mint,hand-classified from publications
0000-0003-3239-5812,sowi,hand-classified from publications
0000-0002-9523-6790,agrar,hand-classified from publications
0000-0002-1871-0217,sowi,hand-classified from publications
no_orcid_5641,med,hand-classified from publications
0000-0002-3298-8434,med,hand-classified from publications
no_orcid_869,med,hand-classified from publications
0000-0002-9669-8444,mint,hand-classified from publications
0000-0002-5850-002X,mint,hand-classified from publications
0000-0001-8561-9037,med,hand-classified from publications
0000-0003-2010-0394,med,hand-classified from publications
0000-0002-5539-7653,sowi,hand-classified from publications
0000-0001-9390-7100,sowi,hand-classified from publications
0000-0001-8920-0858,sowi,hand-classified from publications
no_orcid_948,tech,hand-classified from publications
0009-0008-0066-9173,phil,hand-classified from publications
0000-0003-0332-1339,mint,hand-classified from publications
0000-0003-3386-0923,mint,hand-classified from publications
no_orcid_4905,mint,hand-classified from publications
0000-0002-6817-3595,mint,hand-classified from publications
no_orcid_6852,sowi,hand-classified from publications
no_orcid_4423,sowi,hand-classified from publications
no_orcid_852,mint,hand-classified from publications
0000-0002-3190-2600,phil,hand-classified from publications
0000-0002-0726-4610,agrar,hand-classified from publications
no_orcid_4609,jura,hand-classified from publications
no_orcid_10585,mint,hand-classified from publications
no_orcid_9547,jura,hand-classified from publications
no_orcid_7485,jura,hand-classified from publications
0000-0001-7608-3349,tech,hand-classified from publications
0000-0002-2905-5190,mint,hand-classified from publications
no_orcid_6241,med,hand-classified from publications
0000-0002-7885-4300,mint,hand-classified from publications
0000-0002-4765-279X,mint,hand-classified from publications
0000-0002-8249-9073,phil,hand-classified from publications
no_orcid_6205,sowi,hand-classified from publications
no_orcid_10838,phil,hand-classified from publications
no_orcid_1419,med,hand-classified from publications
0000-0001-5896-9875,med,hand-classified from publications
no_orcid_1415,med,hand-classified from publications
0000-0003-1821-8801,mint,hand-classified from publications
0000-0002-8205-8542,sowi,hand-classified from publications
0000-0002-3619-9985,sowi,hand-classified from publications
0000-0003-4939-8243,sowi,hand-classified from publications
0000-0001-8946-6082,sowi,hand-classified from publications
0000-0002-5513-8096,mint,hand-classified from publications
0000-0002-8999-6363,sowi,hand-classified from publications
no_orcid_8206,med,hand-classified from publications
0000-0002-4608-7821,mint,hand-classified from publications
0000-0001-6690-5361,agrar,hand-classified from publications
0000-0003-1742-1285,mint,hand-classified from publications
no_orcid_1760,sowi,hand-classified from publications
0000-0001-6140-2992,sowi,hand-classified from publications
0000-0001-9923-5739,sowi,hand-classified from publications
no_orcid_6206,sowi,hand-classified from publications
0000-0002-0695-840X,mint,hand-classified from publications
0000-0002-7471-8854,mint,hand-classified from publications
0000-0003-1642-4003,sowi,hand-classified from publications
no_orcid_3166,mint,hand-classified from publications
0000-0002-6576-8841,tech,hand-classified from publications
0000-0001-9711-1492,mint,hand-classified from publications
0000-0002-2560-7576,mint,hand-classified from publications
no_orcid_4162,mint,hand-classified from publications
no_orcid_3173,mint,hand-classified from publications
no_orcid_5566,mint,hand-classified from publications
0000-0002-8566-0504,mint,hand-classified from publications
0000-0003-2356-6106,mint,hand-classified from publications
0000-0003-0011-5708,mint,hand-classified from publications
0000-0002-2757-7761,mint,hand-classified from publications
no_orcid_4447,mint,hand-classified from publications
no_orcid_7030,sowi,hand-classified from publications
no_orcid_10194,phil,hand-classified from publications
no_orcid_1654,sowi,hand-classified from publications
no_orcid_4871,phil,hand-classified from publications
no_orcid_6711,sowi,hand-classified from publications
0000-0001-5391-6934,mint,hand-classified from publications
0000-0001-5890-8773,mint,hand-classified from publications
0000-0001-6935-4892,mint,hand-classified from publications
0000-0001-6954-651X,mint,hand-classified from publications
0000-0001-7333-7091,mint,hand-classified from publications
0000-0001-7334-2050,mint,hand-classified from publications
0000-0001-8932-7031,mint,hand-classified from publications
0000-0001-9715-5399,mint,hand-classified from publications
0000-0001-9840-780X,tech,hand-classified from publications
0000-0002-1181-5358,mint,hand-classified from publications
0000-0002-3184-9029,mint,hand-classified from publications
0000-0002-3763-3464,mint,hand-classified from publications
0000-0002-4834-7965,mint,hand-classified from publications
0000-0002-5460-9298,mint,hand-classified from publications
0000-0002-5899-9959,mint,hand-classified from publications
0000-0002-9108-8129,mint,hand-classified from publications
0000-0002-9275-7304,mint,hand-classified from publications
0000-0003-3078-2368,mint,hand-classified from publications
0009-0000-6111-582X,mint,hand-classified from publications
0009-0002-9537-8120,mint,hand-classified from publications
no_orcid_10401,mint,hand-classified from publications
no_orcid_10519,mint,hand-classified from publications
no_orcid_10618,mint,hand-classified from publications
no_orcid_10632,mint,hand-classified from publications
no_orcid_1287,mint,hand-classified from publications
no_orcid_1288,mint,hand-classified from publications
no_orcid_2171,mint,hand-classified from publications
no_orcid_2980,mint,hand-classified from publications
no_orcid_2981,mint,hand-classified from publications
no_orcid_3168,mint,hand-classified from publications
no_orcid_3381,mint,hand-classified from publications
no_orcid_3382,mint,hand-classified from publications
no_orcid_3410,mint,hand-classified from publications
no_orcid_3411,mint,hand-classified from publications
no_orcid_4018,mint,hand-classified from publications
no_orcid_4508,mint,hand-classified from publications
no_orcid_4786,mint,hand-classified from publications
no_orcid_5551,mint,hand-classified from publications
no_orcid_58,mint,hand-classified from publications
no_orcid_59,mint,hand-classified from publications
no_orcid_60,mint,hand-classified from publications
no_orcid_61,mint,hand-classified from publications
no_orcid_62,mint,hand-classified from publications
no_orcid_6371,mint,hand-classified from publications
no_orcid_6749,mint,hand-classified from publications
no_orcid_9472,mint,hand-classified from publications
no_orcid_9487,mint,hand-classified from publications
no_orcid_9529,mint,hand-classified from publications
no_orcid_992,mint,hand-classified from publications
0000-0001-6414-8723,phil,hand-classified from publications
0000-0002-2039-6976,phil,hand-classified from publications
0000-0002-9312-5077,phil,hand-classified from publications
0000-0003-1987-5344,phil,hand-classified from publications
0009-0005-8150-3818,phil,hand-classified from publications
no_orcid_9576,phil,hand-classified from publications
0000-0001-5126-045X,sowi,hand-classified from publications
0000-0001-5653-2469,sowi,hand-classified from publications
0000-0001-8718-6300,sowi,hand-classified from publications
0000-0002-1171-4717,sowi,hand-classified from publications
0000-0002-1397-0474,sowi,hand-classified from publications
0000-0002-2620-180X,sowi,hand-classified from publications
0000-0002-2707-3272,sowi,hand-classified from publications
0000-0002-2827-6127,sowi,hand-classified from publications
0000-0002-6290-5492,tech,hand-classified from publications
0000-0002-9589-7206,sowi,hand-classified from publications
0000-0003-2037-6454,sowi,hand-classified from publications
0000-0003-4377-2206,sowi,hand-classified from publications
no_orcid_1008,mint,hand-classified from publications
no_orcid_1650,sowi,hand-classified from publications
no_orcid_2475,sowi,hand-classified from publications
no_orcid_283,sowi,hand-classified from publications
no_orcid_2867,sowi,hand-classified from publications
no_orcid_2868,sowi,hand-classified from publications
no_orcid_2894,sowi,hand-classified from publications
no_orcid_2990,mint,hand-classified from publications
no_orcid_3688,jura,hand-classified from publications
no_orcid_5564,mint,hand-classified from publications
no_orcid_5647,sowi,hand-classified from publications
no_orcid_693,sowi,hand-classified from publications
no_orcid_7131,sowi,hand-classified from publications
no_orcid_7159,sowi,hand-classified from publications
no_orcid_7171,sowi,hand-classified from publications
no_orcid_8057,mint,hand-classified from publications
no_orcid_9241,sowi,hand-classified from publications
no_orcid_9570,phil,hand-classified from publications
0000-0002-8185-2381,tech,hand-classified from publications
no_orcid_5537,mint,hand-classified from publications
no_orcid_1658,sowi,hand-classified from publications
0000-0002-1385-4908,sowi,hand-classified from publications
0000-0002-8823-4607,med,hand-classified from publications
no_orcid_514,sowi,hand-classified from publications
no_orcid_1211,agrar,hand-classified from publications
no_orcid_10276,sowi,hand-classified from publications
0000-0002-7681-5893,sowi,hand-classified from publications
no_orcid_1683,phil,hand-classified from publications
0000-0002-6694-9492,sowi,hand-classified from publications
no_orcid_868,mint,hand-classified from publications
no_orcid_1422,sowi,hand-classified from publications
0000-0001-5364-166X,phil,hand-classified from publications
no_orcid_7344,sowi,hand-classified from publications
no_orcid_847,sowi,hand-classified from publications
no_orcid_4504,tech,hand-classified from publications
no_orcid_4505,tech,hand-classified from publications
0000-0002-7569-5519,sowi,hand-classified from publications
0000-0001-8151-4684,mint,hand-classified from publications
no_orcid_5032,tech,hand-classified from publications
0000-0002-0970-0260,sowi,hand-classified from publications
0000-0002-0502-2351,sowi,hand-classified from publications
0009-0000-0755-8152,tech,hand-classified from publications
0000-0001-5236-2482,sowi,hand-classified from publications
0000-0003-0345-7834,sowi,hand-classified from publications
no_orcid_10705,sowi,hand-classified from publications
0000-0001-7292-4147,sowi,hand-classified from publications
0000-0001-7432-6239,mint,hand-classified from publications
0000-0001-5329-0484,mint,hand-classified from publications
0009-0004-8424-5765,agrar,hand-classified from publications
no_orcid_1757,sowi,hand-classified from publications
no_orcid_6628,mint,hand-classified from publications
0000-0001-8611-1665,sowi,hand-classified from publications
0009-0002-6327-8571,med,hand-classified from publications
no_orcid_1414,med,hand-classified from publications
no_orcid_179,med,hand-classified from publications
no_orcid_180,med,hand-classified from publications
no_orcid_8964,med,hand-classified from publications
0000-0001-8546-3319,mint,hand-classified from publications
0000-0002-0957-4954,mint,hand-classified from publications
0000-0002-4961-6565,mint,hand-classified from publications
0000-0003-3447-1620,mint,hand-classified from publications
no_orcid_9436,phil,hand-classified from publications
0000-0002-4121-5011,sowi,hand-classified from publications
no_orcid_3730,mint,hand-classified from publications
no_orcid_4307,mint,hand-classified from publications
no_orcid_5906,mint,hand-classified from publications
no_orcid_785,sowi,hand-classified from publications
no_orcid_8963,med,hand-classified from publications
no_orcid_2370,mint,hand-classified from publications
0000-0002-6428-1062,tech,hand-classified from publications
no_orcid_3667,mint,hand-classified from publications
no_orcid_37,med,hand-classified from publications
no_orcid_38,med,hand-classified from publications
no_orcid_4108,mint,hand-classified from publications
0000-0003-4325-5495,mint,hand-classified from publications
0009-0005-3530-2644,agrar,hand-classified from publications
no_orcid_196,mint,hand-classified from publications
no_orcid_2243,mint,hand-classified from publications
no_orcid_4872,agrar,hand-classified from publications
no_orcid_7059,sowi,hand-classified from publications
no_orcid_7960,mint,hand-classified from publications
no_orcid_10091,sowi,hand-classified from publications
no_orcid_10092,sowi,hand-classified from publications
no_orcid_2011,jura,hand-classified from publications
0000-0002-1090-3583,med,hand-classified from publications
no_orcid_10466,med,hand-classified from publications
no_orcid_10479,med,hand-classified from publications
no_orcid_1439,phil,hand-classified from publications
no_orcid_1655,sowi,hand-classified from publications
no_orcid_2604,phil,hand-classified from publications
no_orcid_286,med,hand-classified from publications
no_orcid_3126,mint,hand-classified from publications
no_orcid_4153,phil,hand-classified from publications
no_orcid_4186,sowi,hand-classified from publications
